colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
rahakotti tühjendama	2081168	3284222	3160065
rahakotti varastama	2081159	3284213	3160064
rahapuudus kammitseb	2084602	3287656	3160182
rahapuudus kimbutab	2084624	3287678	3050839
rahapuudus kummitab	2084577	3287631	3070301
rahapuudus pidurdab	2084605	3287659	3160181
rahapuudus pitsitab	2084600	3287654	3160183
rahapuudus takistab	2084608	3287662	3160180
rahapuudus vaevab	2084633	3287687	3160177
rahapuudus valitseb	2084614	3287668	3160179
rahapuudus ähvardab	2084618	3287672	3160178
rahapuuduse all kannatama	2084616	3287670	3160217
rahapuuduse ettekäändel	2084584	3287638	3160208
rahapuuduse käes siplema	2084610	3287664	3160219
rahapuuduse käes vaevlema	2084611	3287665	3160218
rahapuuduse leevendamine	2084587	3287641	3160205
rahapuuduse pärast muretsema	2084638	3287692	3160212
rahapuuduse põhjus	2084637	3287691	3160206
rahapuuduse taga olema	2084621	3287675	3160216
rahapuuduse taga seisma	2084622	3287676	3160215
rahapuuduse taha jääma	2084588	3287642	3160210
rahapuuduse taha pugema	2084589	3287643	3160211
rahapuuduse tingimustes	2084585	3287639	3160207
rahapuuduse üle kaebama	2084630	3287684	3160214
rahapuuduse üle kurtma	2084629	3287683	3271664, 3287628, 3160213
rahapuudusega vabandama	2084639	3287693	3160201
rahapuudusega õigustama	2084628	3287682	3160202
rahapuudusel edasi lükkuma	2084603	3287657	3160200
rahapuudusel katkema	2084609	3287663	3160198
rahapuudusel katki jääma	2084627	3287681	3160195
rahapuudusel loobuma	2084615	3287669	3160197
rahapuudusel lõpetama	2084579	3287633	3160193
rahapuudusel pooleli jääma	2084636	3287690	3160194
rahapuudusel seiskuma	2084606	3287660	3160199
rahapuudusel sulgema	2084620	3287674	3160196
rahapuudusel ära jääma	2084598	3287652	3258483
rahapuuduses kiratsema	2084619	3287673	3160191
rahapuuduses siplema	2084634	3287688	3160189
rahapuuduses virelema	2084626	3287680	3160190
rahapuudust kurtma	2084625	3287679	3287627, 3160187
rahapuudust leevendama	2084635	3287689	3160186
rahapuudust tundma	2084583	3287637	3160184
rahasse arvestama	1956972	3160025	3276482
rahast piisama	2079609	3282663	3142900
rahaühiku nimetus	1957361	3160414	3286954
rahe ja lörts	1894820	3097873	3276103
rahu ohustama	1923810	3126863	3279754
rahuldav elatustase	1792039	2995092	3274321
rahulduse pakkumine	1957558	3160611	3281273
rahulikud jõulud	1830632	3033685	3279615
rahulikult istuma	2086090	3289144	3027613
rahulikult ja vaikselt	2068218	3271272	3234512
rahulikult tegutsema	2067955	3271009	3160721
rahulikult treenima	2089532	3292586	3214656
rahva elatustase	1792067	2995120	3274338
rahva iidol	1818197	3021250	3266293
rahva rahakott	2081221	3284275	3160105
rahva solvamine	2086050	3289104	3184047
rahva tervishoid	2078332	3281386	3209686
rahva vastuhakk	2084711	3287765	3240405
rahva vastupanu	2085926	3288980	3240665
rahvahulka kaduma	2082344	3285398	3161225
rahvalik keel	1958273	3161326	3278396
rahvalik nimetus	1958270	3161323	3286948
rahvamassi kaduma	2082325	3285379	3161396
rahvapärane nimetus	1918453	3121506	3286918
rahvarohke tänav	2062296	3265350	3161448
rahvas ja keel	1843592	3046645	3278221
rahvas seostab	1976376	3179429	3285616
rahvast innustama	1821894	3024947	3274449
rahvus ja keel	1843591	3046644	3278211
rahvuslik iidol	1818179	3021232	3266286
rahvuslik kirjakeel	1849308	3052361	3281761
rahvuslik solvang	2086003	3289057	3184067
rahvusvaheline ajakirjanik	1765067	2968119	3287301
rahvusvaheline integratsioon	1822275	3025328	3283913
rahvusvaheline konsultant	2069276	3272330	3061337
rahvusvaheline usaldusväärsus	2082467	3285521	3230123
rajaga tutvuma	1956831	3159884	3287889
rajale kihutama	1846789	3049842	3293510
rajama hoone juurde	1958772	3161825	3286641
rajama kooli juurde	1958771	3161824	3286709
rajatis valmib	2062919	3265973	3161899
rakendama analüüsi juures	2083428	3286482	3161973, 3161972
rakendama mudeli juures	2083418	3286472	3161974
rakendus avaneb	2089623	3292677	3274185
rakendus jookseb	2089641	3292695	3274203
rakendus kuvab	1870356	3073409	3274197
rakendus sulgub	2089628	3292682	3274190
rakendus toimib	1958997	3162050	3274179
rakendus tuvastab	2089638	3292692	3274200
rakendus töötab	2089605	3292659	3274167
rakendus võimaldab	1958996	3162049	3274173
rakenduse arendaja	1959015	3162068	3274195
rakenduse funktsionaalsus	1803062	3006115	3274212
rakenduse kasutajaliides	1840855	3043908	3274216
rakenduse kasutamine lihtsustab	1884635	3087688	3274213
rakenduse seaded	1973012	3176065	3274219
rakenduses kuvama	2089655	3292709	3274217
rakendusi integreerima	2089658	3292712	3274220
rakendusse integreerima	1822310	3025363	3274211
rakendust alla laadima	2089618	3292672	3274180
rakendust arendama	2089634	3292688	3274196
rakendust kasutama	2089604	3292658	3274166
rakendust käivitama	1873684	3076737	3274186
rakendust looma	2089612	3292666	3274174
rakendust paigaldama	2089630	3292684	3274192
rakendust testima	2089642	3292696	3274204
rakenduste arv	2089622	3292676	3274184
rakenduste ikoonid	1818293	3021346	3274214
rakenduste kasutamine	2089610	3292664	3274172
rakenduste loomine	1959010	3162063	3274165
rakenduste pood	2089663	3292717	3292670, 3277026
rakenduste programmeerija	1947262	3150315	3274215
rakenduste programmeerimine	2089656	3292710	3274218
rakud ühinevad	2068068	3271122	3260458
range järelevalve	2076640	3279694	3034578
range kodukord	1852248	3055301	3293263
range õpetaja	1959277	3162330	3266457
ranne valutab	1959316	3162369	3279382
raport rõhutab	1968138	3171191	3277807
raportis rõhutama	1959382	3162435	3277813
raps valmib	2062909	3265963	3162473
raske aku	1766642	2969694	3276190
raske diagnoos	2073863	3276917	2986391
raske hetk	2066418	3269472	3012585
raske moment	2066499	3269553	3109877
raske rahakott	2081227	3284281	3160085
rasked kõnelused	1871723	3074776	3273441
raskelt lööma	1959646	3162699	3274051
raskelt või kergelt	1845370	3048423	3273478
rassistlik solvang	2086029	3289083	3184059
rasv ja suhkur	1985205	3188258	3287937
rasv kaob	2082341	3285395	3162905
rasvad ja valgud	2033772	3236826	3293774
rasvane hani	2073456	3276510	3009588
rasvane kiri	1959930	3162983	3285029
rasvane mustus	2073582	3276636	3112593
rasvas praadima	1945381	3148434	3265097
rasvase kirjaga	1849202	3052255	3285002
rasvases kirjas	2082001	3285055	3285014
rasvumine ja diabeet	1783324	2986377	3282674
rasvumine ja ülekaalulisus	2059374	3262428	3282673
ratastooli istuma	2086538	3289592	3163084
ratastoolis istuma	2086186	3289240	3163085
ratta selga istuma	2086263	3289317	3163078
ratta selga istuma	2086132	3289186	3027634
rattale istuma	2086144	3289198	3027653
rattur ja jalakäija	1825689	3028742	3278605
rattur kihutab	1846773	3049826	3293532
ratturi särk	1960154	3163207	3272071
raudtee ümbersõit	2069861	3272915	3264471
raudteejaama juures	2083360	3286414	3163339
ravi efektiivsuses kahtlema	1835583	3038636	3038637
ravi ja ennetamine	1795942	2998995	3271495
ravikindlustuse eelarve	2065043	3268097	3268348
raviks piisama	2079606	3282660	3142912
ravikulude eelarve	2065042	3268096	3268349
ravim ravib	2089326	3292380	3163610
ravima ja leevendama	2089345	3292399	3084958
ravimid ja vaktsineerimine	2080682	3283736	3235296
ravitseja ja nõid	1920158	3123211	3292461
reaalne elatustase	1792042	2995095	3274309
reaalne fakt	2065914	3268968	3268442
reaalne tagatis	1996273	3199326	3270128
reaalselt ohustama	1923791	3126844	3279746
reaalselt tegutsema	2067850	3270904	3163813
reaalsus kaob	2082343	3285397	3163846
reaalsuse taju	1960818	3163871	3285340
realistlik eelarve	1787889	2990942	3268291
reas istuma	2086191	3289245	3167181
rebaseid ristima	2084753	3287807	3164177
rebaste pidu	2084754	3287808	3164178
rebaste päev	2084755	3287809	3164179
rebaste ristimine	2084756	3287810	3169406
rebenema ja määrduma	1915019	3118072	3272373
rebenema kukkumise tõttu	1961144	3164197	3272353
rebenema raskuse tõttu	1961142	3164195	3272352
reeglid ja kodukord	1852279	3055332	3293274
reetmine ja kättemaks	2075469	3278523	3077662
regionaalne integratsioon	1822276	3025329	3283915
regioonis tegutsema	2067849	3270903	3164627
register asub	2070862	3273916	3164666
register hõlmab	2070868	3273922	3164667
register isikute kohta	2070830	3273884	3164707
register ja sisukord	2070895	3273949	3182892
register näitab	2070855	3273909	3164665
register puudub	2070873	3273927	3164668
register sisaldab	2070839	3273893	3164664
register tehingute kohta	2070831	3273885	3164708
register töötab	2070878	3273932	3164669
register võimaldab	2070882	3273936	3164670
registratuur teenindab	2073816	3276870	3164718
registratuuri number	2087440	3290494	3164729
registreerima arsti juures	2083345	3286399	3164775, 3285913
registreerima inspektori juures	2083402	3286456	3164777
registreerimata külastajad	2071747	3274801	3078305
registreerimise number	2088261	3291315	3122706
registreeritud külastajad	2071739	3274793	3078304
registri andmetel	2070832	3273886	3164703
registri asutamine	2070851	3273905	3164698
registri koostamine	2070876	3273930	3164702
registri loomine	2070843	3273897	3164697
registri pidaja	2070871	3273925	3164701
registri pidamine	2070833	3273887	3164696
registri põhimäärus	2070865	3273919	3164700
registri töötleja	2070860	3273914	3164699
registri väljavõte	2070894	3273948	3252540
registrid ja andmebaasid	2070899	3273953	2973587
registrid ja infosüsteemid	2070898	3273952	3024045
registrile esitama	2070835	3273889	3164687
registris kajastuma	2070852	3273906	3039369
registris puuduma	2070844	3273898	3164686
registris registreerima	2070836	3273890	3164685
registrisse esitama	2070885	3273939	3164684
registrisse jääma	2070866	3273920	3164680
registrisse jõudma	2070872	3273926	3164681
registrisse kandma	2070837	3273891	3164676
registrisse kuuluma	2070859	3273913	3164679
registrisse lisanduma	2070853	3273907	3090371
registrisse minema	2070877	3273931	3164682
registrisse märkima	2070897	3273951	3117402
registrisse märkust tegema	2070846	3273900	3164678
registrisse sisestama	2070896	3273950	3182225
registrisse sissekannet tegema	2070845	3273899	3164677
registrisse tekkima	2070881	3273935	3164683
registrist kustutama	2070834	3273888	3071811
registrit asutama	2070854	3273908	3164673
registrit kasutama	2070861	3273915	3164674
registrit koostama	2070867	3273921	3164675
registrit looma	2070847	3273901	3164672
registrit pidama	2070838	3273892	3164671
regulaarne analüüsimine	1770086	2973138	3265229
regulaarne arenguvestlus	1772177	2975229	3265231
regulaarne aruandlus	1773532	2976584	3265226
regulaarne atesteerimine	1777508	2980560	3265218
regulaarne bussiliiklus	1781819	2984871	3265214
regulaarne bussiliin	1781855	2984907	3265217
regulaarne doonor	1784946	2987999	3265219
regulaarne harjutamine	1807455	3010508	3265215
regulaarne hooldus	1812460	3015513	3265181
regulaarne infovahetus	1821058	3024111	3265206
regulaarne intervall	1822809	3025862	3265207
regulaarne ja süstemaatiline	1993679	3196732	3265248
regulaarne jalutamine	1826188	3029241	3265199
regulaarne jooksmine	1826846	3029899	3265203
regulaarne jumalateenistus	1828801	3031854	3265204
regulaarne jälgimine	1831170	3034223	3265238
regulaarne kastmine	1961799	3164852	3265185
regulaarne kasutamine	1961797	3164850	3265180
regulaarne kohtumine	1961794	3164847	3265173
regulaarne kokkusaamine	1855441	3058494	3265202
regulaarne konsultatsioon	1858315	3061368	3265182
regulaarne kontroll	1858824	3061877	3265169
regulaarne kontrollimine	1858962	3062015	3265200
regulaarne koormus	1961802	3164855	3265189
regulaarne koosolek	1860930	3063983	3265201
regulaarne koostöö	1961804	3164857	3265191
regulaarne külastaja	2071784	3274838	3274786, 3078299
regulaarne külastamine	1875312	3078365	3265213
regulaarne laevaliiklus	1878066	3081119	3265187
regulaarne laevaühendus	1961801	3164854	3265188
regulaarne lennuühendus	1961798	3164851	3265184
regulaarne liikumine	1885519	3088572	3265183
regulaarne läbivaatus	1893785	3096838	3265212
regulaarne makse	1899219	3102272	3265240
regulaarne massaaž	1900868	3103921	3265197
regulaarne menstruatsioon	1904205	3107258	3265211
regulaarne mänguaeg	1913680	3116733	3265225
regulaarne palvus	1932818	3135871	3265234
regulaarne puhastamine	1949240	3152293	3265195
regulaarne raadiosaade	1956389	3159442	3265209
regulaarne revisjon	1964005	3167058	3265250
regulaarne rongiliiklus	1967046	3170099	3265236
regulaarne seire	1974309	3177362	3265245
regulaarne seks	1974888	3177941	3265247
regulaarne seksuaalelu	1974982	3178035	3265251
regulaarne sissemakse	1979385	3182438	3265224
regulaarne sissetulek	1961796	3164849	3265179
regulaarne sportimine	1983344	3186397	3265221
regulaarne suitsetaja	1985591	3188644	3265244
regulaarne suitsetamine	1985641	3188694	3265235
regulaarne säästmine	1991435	3194488	3265246
regulaarne söömine	1991817	3194870	3265249
regulaarne tarne	1999170	3202223	3265243
regulaarne tarvitamine	1999373	3202426	3265237
regulaarne taskuraha	1999903	3202956	3265241
regulaarne tegevus	1961800	3164853	3265186
regulaarne tervisekontroll	1961807	3164860	3265194
regulaarne testimine	2006905	3209958	3265239
regulaarne toitumine	2009476	3212529	3265242
regulaarne treenimine	2011642	3214695	3265208
regulaarne treening	1961795	3164848	3265177
regulaarne trenn	1961803	3164856	3265190
regulaarne tsükkel	2012953	3216006	3265198
regulaarne töö	1961805	3164858	3265192
regulaarne uudiskiri	2027774	3230828	3265223
regulaarne vaheldumine	2030390	3233444	3265205
regulaarne vaktsineerimine	2080637	3283691	3283688, 3235263
regulaarne väljamakse	2048923	3251977	3265232
regulaarne võimlemine	2045199	3248253	3265233
regulaarne õppetöö	2054326	3257380	3265228
regulaarne õppus	2054587	3257641	3265230
regulaarne ülevaade	1961808	3164861	3265196
regulaarne ülevaatus	2060645	3263699	3265220
regulaarne ümarlaud	2061186	3264240	3265222
regulaarsed hooldustööd	1812515	3015568	3265216
regulaarsed söögikorrad	1991631	3194684	3265252
regulaarseks muutma	1961813	3164866	3265174
regulaarseks muutuma	1961812	3164865	3265170
regulaarseks saama	1961814	3164867	3265176
regulaarselt treenima	2089535	3292589	3164887
rehkendama mõõtude järgi	2073366	3276420	3165045
rehkendama näitude järgi	2073367	3276421	3165044
reisi eelviimane päev	1788493	2991546	2991545
reisi pikkus ületab	2060358	3263412	3263410
reisi tühistamine või hilinemine	1810130	3013183	3013182
reisi ärajäämine või hilinemine	1810128	3013181	3013180
reisibüroo tegutseb	2067875	3270929	3165236
reisijaid teenindama	2073788	3276842	3165256
reket ja pall	1932608	3135661	3270199
reketiga lööma	1962391	3165444	3274053
reklaam internetis	1962464	3165517	3281805
reklaami võtted	2046885	3249939	3266213
rekordilised näitajad	2089167	3292221	3165713
rekordit fikseerima	2084471	3287525	3004698
relvad ja laskemoon	1880866	3083919	3279875
relvade laskemoon	1880855	3083908	3279866
relvastatud politseinik	1943458	3146511	3281612
relvastatud tüüp	2025400	3228454	3286152
relvastatud vastuhakk	2084718	3287772	3240400
relvastatud vastupanu	2085919	3288973	3240649
relvastus ja laskemoon	1880868	3083921	3279860
rendileping kehtib	1963032	3166085	3285239
rendileping kohustab	1854649	3057702	3285231
rendileping läheb edasi	1963034	3166087	3285260
rendileping läheb üle	1963033	3166086	3285227
rendileping lõpeb	1963031	3166084	3285246
rendilepingu alusel	1963053	3166106	3285247
rendilepingu järgi	1963054	3166107	3285240
rendilepingu kestus	1963049	3166102	3285254
rendilepingu lõpetamine	1963042	3166095	3285245
rendilepingu lõppemine	1963044	3166097	3285233
rendilepingu pikendamine	1963046	3166099	3285261
rendilepingu pikkus	1963050	3166103	3285252
rendilepingu sõlmimine	1963043	3166096	3285238
rendilepingu tingimus	1963045	3166098	3285228
rendilepingu tähtaeg	1963047	3166100	3285258
rendilepingu tühistamine	1963048	3166101	3285256
rendilepingut lõpetama	1963036	3166089	3285237
rendilepingut pikendama	1963037	3166090	3285232
rendilepingut sõlmima	1963035	3166088	3285244
reostatud pinnas	2090405	3293459	3144384
reostunud pinnas	2090394	3293448	3144382
reostus ohustab	1923797	3126850	3279752
repertuaari õppimine	1963338	3166391	3278815
resolutsioon rõhutab	1963496	3166549	3277852
resolutsiooni vastuvõtmine	1963511	3166564	3278993
resolutsioonis rõhutama	1963502	3166555	3277804
restoran ja pood	2074096	3277150	3146877
restoran tegutseb	2067874	3270928	3166746
restoranis istuma	2086190	3289244	3166756
reumat ravima	2089341	3292395	3163621
režissöör ja produtsent	2079834	3282888	3149959
ribadeks rebenema	1961141	3164194	3272360
ribid ja selgroog	2084682	3287736	3178765
rida autosid	1778758	2981810	3283389
rida nimesid	1918543	3121596	3121597
rida numbreid	2086623	3289677	3122709
rida pilte	1940672	3143725	3143726
rida raamatuid	1956530	3159583	3159584
rida sõnu	1990095	3193148	3193149
riided ja mähkmed	2084529	3287583	3116098
riidest mähkmed	2084530	3287584	3116097
riie rebeneb	1961137	3164190	3272361
riietus rõhutab	1964389	3167442	3277830
riietusruumi minema	2083264	3286318	3167465
riietusruumi põrand	2083257	3286311	3167481
riietusruumi sisenema	2083261	3286315	3167466
riietusruumi suunduma	2083256	3286310	3167467
riietusruumi uks	2083266	3286320	3167480
riietusruumis käima	2083265	3286319	3167468
riietusruumis riideid vahetama	2083259	3286313	3167469
riietusruumist väljuma	2083267	3286321	3167470
riigi ametivõimud	1769506	2972558	3271919
riigi eelarve	2065140	3268194	3268251
riigi elatustase	1792069	2995122	3274326
riigi esindaja toonitab	2010030	3213083	3277738
riigi nimetus	1918484	3121537	3286916
riigi rahakott	2081200	3284254	3160101
riigi rahapuudus	2084576	3287630	3160203
riigi ründaja	1969408	3172461	3274942
riigi tervishoid	2078338	3281392	3209687
riigi usaldusväärsus	2082468	3285522	3230152
riigi valduses	2032480	3235534	3274967
riigiasutuste eelarve	1964470	3167523	3268352
riigieelarve vastuvõtmine	1964523	3167576	3279014
riigihangete register	2070879	3273933	3164692
riigikeele õpetaja	1964620	3167673	3266450
riigikeele õppimine	1964623	3167676	3278816
riigipea rõhutab	1968134	3171187	3277791
riigipea toonitab	2010032	3213085	3277739
riigipööramist nurjama	2073549	3276603	3122911
riigis tegutsema	2067988	3271042	3206166
riigivara register	2070869	3273923	3164690
riik impordib	2068927	3271981	3023255
riik ja ettevõtjad	1800731	3003784	3273015
riik ja keel	1843595	3046648	3278242
riik tegutseb	2067971	3271025	3206155
riiklik ja avalik	1779578	2982630	3277574
riiklik järelevalve	2076672	3279726	3034566
riiklik lastekodu	2074862	3277916	3084035
riiklik numbrimärk	2088458	3291512	3122750
riiklik register	2070842	3273896	3164650
riiklik tagatis	1996267	3199320	3270134
riiklik tervishoid	2078325	3281379	3209672
riiklik vastuvõtt	2085778	3288832	3241371
riiklikud ametivõimud	1769494	2972546	3271937
rikas ja ilus	2064694	3267748	3022378
rikas proua	1948304	3151357	3292073
rikkis auto	1965451	3168504	3283247
rikkumist fikseerima	2084477	3287531	3004699
riknenud terad	2005488	3208541	3277278
rindkere valutab	1965663	3168716	3279373
rindkeresse lööma	1965672	3168725	3274075
rindu lööma	1894925	3097978	3274093
ring tegutseb	2067878	3270932	3168823
ringis istuma	2086187	3289241	3168754
rinnad valutavad	1965639	3168692	3279369
risk õigustab end	2073245	3276299	3169189
riskivaba tootlus	2010287	3213340	3287128
risti vastupidi	2037729	3240783	3283760
ristile lööma	1966317	3169370	3274061
ristiusu vastuvõtmine	1966370	3169423	3278992
rivis olema	1966524	3169577	3265298
rivvi astuma	1966523	3169576	3265295
rivvi jääma	1966522	3169575	3265296
rivvi naasma	1966521	3169574	3265297
roe ja uriin	2090590	3293644	3229961
roheline kleeps	1851399	3054452	3267917
roheline konn	1858037	3061090	3271328
roheline sammal	1972379	3175432	3283832
rohelised seemned	1973610	3176663	3270461
roheliseks tõmbuma	1966566	3169619	3272391
rohi ja sammal	1972426	3175479	3283811
rohkem rõhutama	1968131	3171184	3277816
rohkem toonitama	2010029	3213082	3277758
roiskunud laip	1879738	3082791	3267058
roller põrkab kokku autoga	1966869	3169922	3283181
rolleriga kihutama	1846799	3049852	3293531
rolleril kihutama	1846794	3049847	3293515
romaani keel	1966919	3169972	3278404
romaani kirjutamise ajend	1765682	2968734	2968733
romantiline hetk	2066264	3269318	3170010
rong ja auto	1778771	2981823	3282932
rong kihutab	1846775	3049828	3293541
rongi istuma	2086188	3289242	3170059
rongi peale istuma	2086260	3289314	3170089
rongile istuma	2086185	3289239	3170066
rongis istuma	2086137	3289191	3027641
rongkäiguga ühinema	2068086	3271140	3170164
roog valmib	2062984	3266038	3170244
roogade maitsmine	1967209	3170262	3283566
rooli taga istuma	2086261	3289315	3170281
rooli taha istuma	2086259	3289313	3170282
roolis istuma	2086528	3289582	3170289
roosa särk	1967311	3170364	3272028
roosa šampanja	2073640	3276694	3197504
roostikus pesitsema	1938080	3141133	3278640
rootsi keel	1843553	3046606	3278257
ropp kiri	1967361	3170414	3285035
ropp solvang	2086002	3289056	3184068
roppused ja solvangud	2086021	3289075	3184091
ropult vanduma	2064773	3267827	3238266
rukist importima	2068907	3271961	3023265
rulluiskudega kihutama	1846801	3049854	3293538
rusikaga lööma	1894930	3097983	3274109
rutiinne vaktsineerimine	2080638	3283692	3170819
ruttama kaupluse poole	2074193	3277247	3170863
ruttama laste juurde	1967806	3170859	3286647
ruttama ukse juurde	1967808	3170861	3286684
ruttu tegutsema	2067913	3270967	3170891
ruttu unustama	1967833	3170886	3281119
ruuduline särk	1967844	3170897	3272070
ruuduline vihik	1967845	3170898	3275166
ruum ja õu	2071549	3274603	3257806
ruumide rendileping	1963038	3166091	3285242
ruumides tegutsema	2067934	3270988	3170945
ruumiline taju	1997120	3200173	3285342
ruumis istuma	2086171	3289225	3170947
räime praadima	1968591	3171644	3265076
rändama läbi romaani	1968674	3171727	3171726
ränk kättemaks	2075452	3278506	3077636
ränk solvamine	2086051	3289105	3184032
ränk solvang	2086020	3289074	3184061
räpane asotsiaal	1776448	2979500	3284017
räpane bordell	1781407	2984459	3284020
räpane hoov	2071492	3274546	3284023, 3016258
räpane ihu	1818128	3021181	3284006
räpane ja kole	1855762	3058815	3284009
räpane ja patune	1935296	3138349	3284012
räpane ja rõve	1968268	3171321	3284018
räpane ja tolmune	2009713	3212766	3284013
räpane ja vastik	2037267	3240321	3284021
räpane joodik	1826487	3029540	3284007
räpane koht	1968822	3171875	3283995
räpane korter	1968825	3171878	3284004
räpane kraanikauss	1863920	3066973	3284011
räpane põrand	1953091	3156144	3284016
räpane süstal	1993518	3196571	3284010
räpane trepikoda	2011879	3214932	3284015
räpane tualett	2013039	3216092	3284022
räpane tänav	2062422	3265476	3283982, 3171874
räpane töö	1968820	3171873	3283984
räpane urgas	1968823	3171876	3283998
räpane vanamees	2035023	3238077	3284019
räpased käed	1874003	3077056	3283988
räpased riided	1968824	3171877	3284001
räpased tagamaad	1995662	3198715	3284014
räpaseks muutuma	1968833	3171886	3283983
räpaseks pidama	1968834	3171887	3283987
rästad ja kuldnokad	1866126	3069179	3265110
rätsep kohendab	2085972	3289026	3171978
rätsep lõikab	2085973	3289027	3171977
rätsep mõõdab	2085974	3289028	3171976
rätsep traageldab	2085971	3289025	3171979
rätsep töötab	2085977	3289031	3171975
rätsep õmbleb	2085989	3289043	3171974
rätsepa eriala	2085988	3289042	3171986
rätsepa töökoda	2085980	3289034	3171987
rätsepa õpilane	2085976	3289030	3171988
rätsepad ja õmblejad	2085970	3289024	3255937
rätsepaks hakkama	2085975	3289029	3171983
rätsepaks saama	2085979	3289033	3171982
rätsepaks õppima	2085987	3289041	3171981
rätsepalt tellima	2085986	3289040	3171980
rätsepana töötama	2085985	3289039	3171984
rääkima ja tegutsema	2067961	3271015	3206183
räämas hoov	2071490	3274544	3016257
räämas tänav	2062418	3265472	3172092
rõdu piirded	1968005	3171058	3272019
rõdu piire	1939560	3142613	3272011
rõdul istuma	2086169	3289223	3171039
rõhutama avalikkuse ees	1968167	3171220	3277786
rõhutama jumestuse juures	2083406	3286460	3286544, 3277778, 3171219
rõhutama parlamendi ees	1968168	3171221	3277785
rõhutama raamatu puhul	1968164	3171217	3277772
rõhutama teema puhul	1968163	3171216	3277771
rõhutama uurimuse juures	2083407	3286461	3171218, 3286545, 3277779
rõivaste taaskasutus	2072466	3275520	3197921
rõõm tutvuda	1968336	3171389	3287881
rõõmsad jõulud	1830635	3033688	3279612
rõõmus hetk	2066291	3269345	3171488
rõõmus ja uhke	2071073	3274127	3228698
rõõmustav fakt	2065834	3268888	3268362
rõõmustav hetk	2066282	3269336	3171576
rõõmustav tõsiasi	1968519	3171572	3269108
röövi hetkel	2066309	3269363	3172181
röövi nurjama	2073545	3276599	3122913
röövimise hetkel	2066308	3269362	3172264
rühm tegutseb	2067914	3270968	3172323
rühma õpetaja	1969301	3172354	3266447
rühmitus tegutseb	2067894	3270948	3172412
rühmituse esindaja toonitab	2010031	3213084	3277737
ründaja ja kaitsja	1836037	3039090	3274930
ründaja lööb värava	1969390	3172443	3274909, 3274908
ründaja mängib	1969391	3172444	3274915
ründaja põgeneb	1969404	3172457	3274943
ründaja roll	1969397	3172450	3274916
ründaja sihib	1977451	3180504	3274931
ründaja tulistab	1969405	3172458	3274939
ründajat kinni võtma	1848867	3051920	3274933
ründajat tabama	1969407	3172460	3274940
ründajat tulistama	1969406	3172459	3274944
ründajate koostöö	1969396	3172449	3274910
rünnak ja solvangud	2086024	3289078	3184090
rünnak ohustab	1969531	3172584	3279799
rünnakut nurjama	2073546	3276600	3122912
rütm kaob	2082352	3285406	3172677
rütmi lööma	1969628	3172681	3274060
saabuma arsti juurde	1969821	3172874	3286692, 3286698
saabuma bussi juurde	1969822	3172875	3286675
saabumise hetk	2066274	3269328	3172917
saabumise kellaaeg	2083752	3286806	3047997
saabuvad jõulud	1830629	3033682	3279619
saade valmib	2062977	3266031	3172945
saadetis kaob	2082319	3285373	3173010
saadetise vastuvõtmine	1969970	3173023	3278995
saadik rõhutab	1968135	3171188	3277795
saadusi importima	2068904	3271958	3173087
saak valmib	2062928	3265982	3173209
saalis istuma	2086086	3289140	3027635
saamatu õpetaja	1970236	3173289	3266437
saare pinnas	2090391	3293445	3144404
saared ja manner	2072400	3275454	3103095
saarelt mandrile	2072399	3275453	3103092
saasta eemaldamine	2073560	3276614	3173429
saastunud pinnas	2090384	3293438	3144381
saate produtsent	2079840	3282894	3149948
saate treiler	2011765	3214818	3292724
saate võtted	2046886	3249940	3266212
saatekiri allergoloogi juurde	1970547	3173600	3286726
saatekiri eriarsti juurde	1970545	3173598	3286721
saatekiri neuroloogi juurde	1970546	3173599	3286729
saatkonna auto	1970618	3173671	3283252
saatkonna numbrimärk	2088463	3291517	3122762
saatma arsti juurde	2082861	3285915	3286572, 3286679
saatma logopeedi juurde	1970688	3173741	3286670
saatuslik hetk	2066374	3269428	3012599
saatust kiruma	1850110	3053163	3267814
saavutus innustab	1821888	3024941	3274428
sadam teenindab	2073810	3276864	3205114
sadamas tegutsema	2067887	3270941	3174041
sademeterohke juuni	1829482	3032535	3287703
sadulas istuma	2086173	3289227	3174196
sadulas istuma	2086176	3289230	3174203
sadulasse istuma	2086126	3289180	3027632
sadulasse istuma	2086125	3289179	3027633
sage külastaja	2071817	3274871	3174216
sagedamini seostama	1976365	3179418	3285617
sagedane külastaja	2071783	3274837	3078298
sahtlis tuhnima	2067155	3270209	3216898
sahtlisse unustama	1971312	3174365	3281130
sahtlites tuhnima	2067149	3270203	3174370
saia praadima	1971352	3174405	3265074
saidi külastajad	2071819	3274873	3174474
sajab lörtsi	1894813	3097866	3276095
sajune aprill	2084653	3287707	2974523
sajune august	2084656	3287710	2980973
sajune ilm	2084654	3287708	3021496
sajune ja tuuline	2084650	3287704	3220783
sajune jaanuar	2084655	3287709	3027971
sajune juuli	2084657	3287711	3032512
sajune oktoober	2084651	3287705	3127321
sajune september	2084652	3287706	3179541
saksa keel	1843549	3046602	3278232
saksa keele õpetaja	1843582	3046635	3278190, 3266403, 3266401, 3046634, 3278209
saksa keeles kasutama	1843575	3046628	3278251, 3046627
saksa keeles kõlama	1871169	3074222	3074221, 3278361
