colloc_word_value	colloc_word_id	colloc_lexeme_id	delete_colloc_lexeme_ids
ajakohaseks muutuma	1765130	2968182	3278437
ajakohasena hoidma	1765132	2968184	3278438
ajakulu arvestama	1765161	2968213	3276473
ajalehe ajakirjanik	1765088	2968140	3287321, 3270269
ajalehe andmetel	1770616	2973668	3270270
ajalehe esikülg	1798439	3001492	3270274
ajalehe juhtkiri	1828036	3031089	3270276
ajalehe kolumnist	1856367	3059420	3270281
ajalehe kommentaator	1856744	3059797	3270282
ajalehe korrespondent	1862852	3065905	3270284
ajalehe lugejad	1890218	3093271	3270286
ajalehe numbrit trükkima	2087746	3290800	3270307, 3290636
ajalehe peatoimetaja	1765215	2968267	3270353
ajalehe teatel	2000750	3203803	3270301
ajalehe tiraaž	2008086	3211139	3270304
ajalehe toimetaja	1765216	2968268	3270346
ajalehe toimetus	1765214	2968266	3270360
ajalehe veebisait	2038874	3241928	3270311
ajalehe väide	2047847	3250901	3270315
ajalehe väljaandja	2048604	3251658	3270318
ajalehed ja ajakirjad	1764946	2967998	3270268
ajalehed ja internet	1822763	3025816	3281874, 3270275
ajalehed ja kirjad	1849184	3052237	3270277
ajalehed ja meediakanalid	1901975	3105028	3270288
ajalehed ja raadio	1956345	3159398	3270292
ajalehed ja raamatud	1956540	3159593	3270293
ajalehed ja telekanalid	2004291	3207344	3270302
ajalehed ja televisioon	2004564	3207617	3270303
ajalehele kirjeldama	1849720	3052773	3270280
ajalehele rääkima	1968967	3172020	3270296
ajalehele selgitama	1975538	3178591	3270297
ajalehele sõnama	1990163	3193216	3270300
ajalehele tunnistama	2015859	3218912	3270309
ajalehele väitma	2048183	3251237	3270317
ajalehele ütlema	2061720	3264774	3270322
ajalehes avaldama	1765202	2968254	3270352
ajalehes ilmuma	1765199	2968251	3270377
ajalehes kirjutama	1765201	2968253	3270359
ajalehes põhjendama	1952080	3155133	3270291
ajalehes sõimama	1989356	3192409	3270299
ajalehes töötama	1765200	2968252	3270367
ajalehest leidma	1765205	2968257	3270368
ajaleht arvustab	1775128	2978180	3270272
ajaleht arvustama	1775113	2978165	3270271
ajaleht avaldab	1765184	2968236	3270357
ajaleht edastab	1787137	2990190	3270273
ajaleht ilmub	1765186	2968238	3270343
ajaleht ja portaal	1944745	3147798	3270290
ajaleht kajastab	1765187	2968239	3270338
ajaleht kirjeldab	1849686	3052739	3270279
ajaleht kirjutab	1765182	2968234	3270374
ajaleht kommenteerib	1856783	3059836	3270283
ajaleht kuulutab	1869849	3072902	3270285
ajaleht mainib	1897966	3101019	3270287
ajaleht nimetab	1918375	3121428	3270289
ajaleht raporteerib	1959404	3162457	3270294
ajaleht reklaamib	1962527	3165580	3270295
ajaleht spekuleerib	1982853	3185906	3270298
ajaleht teatab	1765183	2968235	3270364
ajaleht tituleerib	2008134	3211187	3270305
ajaleht trükib	2012547	3215600	3270306
ajaleht tsiteerib	2012809	3215862	3270308
ajaleht vahendab	1765185	2968237	3270350
ajaleht viitab	2042287	3245341	3270313
ajaleht väidab	2048170	3251224	3270316
ajaleht võrdleb	2046386	3249440	3270314
ajalehte kirjutama	1765197	2968249	3270376
ajalehte lehitsema	1765196	2968248	3270331
ajalehte lugema	1765188	2968240	3270375
ajalehte müüma	1765191	2968243	3270351
ajalehte ostma	1765192	2968244	3270344
ajalehte sirvima	1765194	2968246	3270335
ajalehte tegema	1765190	2968242	3270358
ajalehte tellima	1765189	2968241	3270365
ajalehte toimetama	1765195	2968247	3270333
ajalehte trükkima	1765193	2968245	3270339
ajalehte välja andma	2048621	3251675	3270319
ajalehte üllitama	2061121	3264175	3270321
ajalehtede esiküljed	1765212	2968264	3270379
ajalehtede kirjastaja	1849572	3052625	3270278
ajalehtede liit	1765213	2968265	3270369
ajalehtede ülevaade	2060585	3263639	3270320
ajalehtedes ilmuma	1765203	2968255	3270345
ajalehtedesse jõudma	1765198	2968250	3270366
ajaline paindlikkus	2079726	3282780	3134168
ajaliselt täpne	2067046	3270100	2968309
ajalooline fakt	2065960	3269014	3268488
ajalooline figuur	2083023	3286077	3004649
ajalooline hetk	2066383	3269437	2968351
ajalooline silmapilk	2066472	3269526	3181328
ajalooline tegelane	2083076	3286130	3205477
ajalooline tõik	2018672	3221725	3269129
ajalooline tõsiasi	2019525	3222578	3269056
ajalooliselt täpne	2067047	3270101	2968381
ajalooliselt tõetruu	1765330	2968382	3285454
ajalugu ja keel	1843594	3046647	3278235
ajalugu unustama	2026741	3229795	3281124
ajapuudust kurtma	1765468	2968520	3271653
ajast piisama	2079612	3282666	3142899
ajateenistus kestab	1765531	2968583	3281940
ajateenistuse aeg	1765544	2968596	3281953
ajateenistuse kaotamine	1765543	2968595	3281947
ajateenistuse kestus	1765540	2968592	3281936
ajateenistuse kohustus	1765545	2968597	3281952
ajateenistuse läbimine	1765539	2968591	3281944
ajateenistuse lõpp	1765541	2968593	3281951
ajateenistuse pikkus	1765542	2968594	3281948
ajateenistusest vabastama	1765537	2968589	3281943
ajateenistusse kutsuma	1765534	2968586	3281942
ajateenistusse minema	1765535	2968587	3281935
ajateenistusse võtma	1765536	2968588	3281950
ajateenistust läbima	1765532	2968584	3281941
ajateenistust lühendama	1765533	2968585	3281946
ajaveebi külastaja	2071814	3274868	2968676
ajendab tegutsema	2067832	3270886	2968758
aju ja selgroog	2084677	3287731	3178764
aju treenima	2089564	3292618	2968789
ajutine kodu	1765834	2968886	3279105
ajutine kodukord	1852247	3055300	3293267
ajutine piire	1939546	3142599	3272006
ajutine rahapuudus	2084599	3287653	3160176
ajutine vaherahu	2030694	3233748	3277446
ajutine või alaline	2091741	3294795	2969948
ajutine ümbersõit	2069860	3272914	3264458
ajutised ametivõimud	1769496	2972548	3271945
ajutiselt importima	2068914	3271968	3023253
ajutiselt kaduma	1765866	2968918	2968917
akadeemilised õpingud	2075894	3278948	3256896
aknad värisevad	2071311	3274365	3253157
aknaklaas väriseb	2071309	3274363	2969073
aknaklaasid värisevad	2071310	3274364	3253158
aknal istuma	2086255	3289309	2969021
aknalaual istuma	2086251	3289305	2969100
aknalauale istuma	2086519	3289573	2969093
aknet ravima	2089342	3292396	2969125
akrediteeritud ajakirjanik	1765070	2968122	3287328
aksessuaaride kauplus	2074191	3277245	2969170
akti vastuvõtmine	1766162	2969214	3278986
aktiivne tegelane	2083074	3286128	3205479
aktiivne teismeline	2073515	3276569	3206597
aktiivne vastupanu	2085958	3289012	3240641
aktiivne vilistlane	2042665	3245719	3266326
aktiivne õppimine	2054501	3257555	3278843
aktiivselt tegutsema	2068006	3271060	2969280
aktsiaid pärima	1954356	3157409	3266271
aku eluiga	1766680	2969732	3276220
aku juhtmed	1827437	3030490	3276198
aku kestab	1766658	2969710	3276237
aku kestvus	1766678	2969730	3276232
aku klemmid	1766684	2969736	3276189
aku laadimine	1766677	2969729	3276241
aku mahtuvus	1766681	2969733	3276214
aku pinge	1941118	3144171	3276200
aku tööaeg	1766683	2969735	3276205
aku töötab	1766660	2969712	3276224
aku tühjeneb	1766659	2969711	3276230
aku tühjenemine	1766682	2969734	3276209
aku vananeb	1766661	2969713	3276218
aku või patareid	1934991	3138044	3276199
akudel töötama	1766669	2969721	3276239
akuga töötama	1766670	2969722	3276240
akustiline album	1767255	2970307	3287040
akustiline instrument	1766701	2969753	3287032
akustiline ja elektriline	1792446	2995499	3287039
akustiline ja elektrooniline	1792570	2995623	3287038
akustiline kava	1766704	2969756	3287035
akustiline kitarr	1766699	2969751	3287029
akustiline kontsert	1766702	2969754	3287033
akustiline pill	1766700	2969752	3287031
akustiline plaat	1766703	2969755	3287034
akustiline trumm	2012266	3215319	3287037
akustiline viiul	2042324	3245378	3287036
akut kasutama	1766663	2969715	3276231
akut koormama	1766668	2969720	3276191
akut kulutama	1766666	2969718	3276213
akut kurnama	1766667	2969719	3276208
akut laadima	1766662	2969714	3276238
akut säästma	1766665	2969717	3276219
akut vahetama	1766664	2969716	3276225
alaealine alkohoolik	1768005	2971057	3274269
alaealine ema	1766831	2969883	3274287
alaealine huligaan	1813651	3016704	3274268
alaealine isik	2062096	3265150	3274282
alaealine kannatanu	1838296	3041349	3274267
alaealine kohtualune	2083225	3286279	3057044, 3286273
alaealine kurjategija	1766828	2969880	3274284
alaealine laps	1880449	3083502	3274264
alaealine neiu	1917856	3120909	3274263
alaealine noormees	1766824	2969876	3274280
alaealine nooruk	2062089	3265143	3274289
alaealine paneb toime	2008758	3211811	3274296
alaealine plika	1942757	3145810	3274262
alaealine poeg	1766825	2969877	3274281
alaealine poisike	2062074	3265128	3274261
alaealine poiss	2062101	3265155	3274277
alaealine prostituut	2062092	3265146	3274286
alaealine pärija	1954317	3157370	3274260
alaealine suitsetaja	2062076	3265130	3274259
alaealine sõltlane	1989881	3192934	3274258
alaealine sünnitaja	2062078	3265132	3274257
alaealine süüdimõistetu	1993996	3197049	3274256
alaealine taotleja	1998357	3201410	3274255
alaealine tapja	1998585	3201638	3274254
alaealine tunnistaja	2062083	3265137	3274295
alaealine töötaja	2062090	3265144	3274288
alaealine tüdruk	1766820	2969872	3274275
alaealine tütar	2062093	3265147	3274285
alaealine tütarlaps	2062095	3265149	3274283
alaealine varas	2035909	3238963	3274293
alaealine või täisealine	2021342	3224396	3274294
alaealine õigusrikkuja	2062099	3265153	3274279
alaealised lapsed	2062100	3265154	3274278
alaealist ülal pidama	2062088	3265142	3274290
alaealiste kuritegevus	2062070	3265124	3274265
alaealiste väärkohtlemine	2062086	3265140	3274292
alaealiste õigusrikkumised	2062087	3265141	3274291
alaline asendaja	2091690	3294744	2978637
alaline asetäitja	2091691	3294745	2978885
alaline asukoht	2091732	3294786	2969939
alaline asupaik	2091693	3294747	2980280
alaline asustus	2091694	3294748	2980341
alaline ekspositsioon	2091695	3294749	2994464
alaline elamine	2091729	3294783	2969942
alaline elamisluba	2091742	3294796	2969931
alaline elanik	1766881	3294792	3275244
alaline elanikkond	2091731	3294785	2969940
alaline eluase	2091697	3294751	2996131
alaline elukoht	2091739	3294793	2969932
alaline elupaik	2091698	3294752	2997032
alaline eluruum	2091699	3294753	2997080
alaline esindaja	2091737	3294791	2969934
alaline esindus	2091733	3294787	2969938
alaline ja ajutine	2091689	3294743	2968890
alaline kaastöötaja	2091700	3294754	3037222
alaline kasutusluba	2091701	3294755	3044139
alaline kasvukoht	2091726	3294780	2969945
alaline kohalolek	2091702	3294756	3056399
alaline komisjon	2091734	3294788	2969937
alaline komitee	2091735	3294789	2969936
alaline korrespondent	2091703	3294757	3065896
alaline kunde	2091704	3294758	3070346
alaline külastaja	2091744	3294798	3294759, 3274832
alaline liige	2091736	3294790	2969935
alaline liiklusmärk	2091706	3294760	3088311
alaline oponent	2091707	3294761	3129742
alaline peakorter	2091708	3294762	3138633
alaline peavari	2091709	3294763	3139549
alaline põllumajandus	2091710	3294764	3155875
alaline rahapuudus	2091745	3294799	3287671, 3294765
alaline rahvastik	2091712	3294766	3161533
alaline saatja	2091713	3294767	3173604
alaline sekretär	2091714	3294768	3177890
alaline sissekirjutus	2091727	3294781	2969944
alaline sõjaväebaas	2091715	3294769	3192763
alaline teenistuja	2091716	3294770	3205210
alaline töö	2091728	3294782	2969943
alaline töögrupp	2091718	3294772	3225648
alaline töökoht	2091730	3294784	2969941
alaline tööluba	2091719	3294773	3226331
alaline töörühm	2091720	3294774	3226779
alaline töövõimetus	2091721	3294775	3227627
alaline valmidus	2091722	3294776	3237067
alaline valmisolek	2091723	3294777	3237197
alaline valve	2091724	3294778	3237744
alaline või tähtajaline	2091717	3294771	3223776
alaline võlglane	2091725	3294779	3249135
alalised asukad	2091692	3294746	2979977
alalised elanikud	2091696	3294750	2994902
alaliseks muutma	2091743	3294797	2969946
alaliseks muutuma	2091740	3294794	2969947
alaliselt elama	1791536	2994589	3286322
alaliselt heiskama	1808645	3011698	3286323
alaliselt lehvima	1882279	3085332	3286324
alaliselt patrullima	1935121	3138174	3286325
alaliselt või ajutiselt	1765844	2968896	3286326
alammäära fikseerima	2084487	3287541	2969964
alandamine ja solvamine	2086063	3289117	3184052
alandused ja solvangud	2086030	3289084	3184088
alasti surnukeha	1767124	2970176	3267004
alateadvuses istuma	2086518	3289572	2970230
alati ajakohane	1765126	2968178	3278447
alati ilus	2064655	3267709	3022346
alati siiras	1977779	3180832	3282532
alatine komisjon	2091746	3294800	3059537
alatu kättemaks	2075453	3278507	3077635
album valmib	2062859	3265913	2970312
albumi produtsent	2079856	3282910	2970333
algaja ajakirjanik	1767372	2970424	3287210
algaja ettevõtja	1767370	2970422	3272947
algaja õpetaja	1767369	2970421	3266415
algklasside õpetaja	2053413	3256467	3266666
algklasside õpetajad	1767564	2970616	3266416
algkooli õpetajad	1767582	2970634	3266426
alguse kellaaeg	2083776	3286830	3275622
alguseks valmima	2072495	3275549	3275569
alkoholismi ennetamine	1767959	2971011	3271525
alkoholismi ravima	2089394	3292448	2971001
allakirjutamise hetk	2066253	3269307	2971184
allakirjutamise hetkel	2066255	3269309	2971197
allakirjutamise hetkest	2066410	3269464	2971191
allakirjutamise momendist	2066510	3269564	2971194
allamäge kihutama	1846768	3049821	3293547
allatuult kihutama	1846769	3049822	3293550
allergiat ravima	2089365	3292419	2971330
alles alaealine	1766834	2969886	3274276
alles teismeline	2069721	3272775	3206626
allikate usaldusväärsus	2082417	3285471	3230161
allilma tegelane	2083067	3286121	2971457
allkirjastatud üürileping	2082248	3285302	3264991
altkäemaksu pakkumine	1768767	2971819	3281227
alumised breketid	2078008	3281062	2984527
alustamise kellaaeg	2083729	3286783	3048003
alustav ettevõtja	1800698	3003751	3273024
amatöörid treenivad	2089565	3292619	2972136
ambitsioonikas tegelane	2083053	3286107	2972208
ameti õppimine	2054526	3257580	3278869
ametikoha nimetus	1769415	2972467	3286950
ametivõime teavitama	1769505	2972557	3271921
ametivõimu kuritarvitamine	1769508	2972560	3271922
ametivõimud kahtlustavad	1769498	2972550	3271927
ametivõimud keelavad	1769503	2972555	3271944
ametivõimud kinnitavad	1769499	2972551	3271934
ametivõimud reageerivad	1769502	2972554	3271946
ametivõimud sekkuvad	1769504	2972556	3271943
ametivõimud süüdistavad	1769500	2972552	3271936
ametivõimud teatavad	1769497	2972549	3271920
ametivõimud väidavad	1769501	2972553	3271939
ametivõimude andmetel	1769515	2972567	3271932
ametivõimude esindaja	1769510	2972562	3271935
ametivõimude hinnangul	1769514	2972566	3271924
ametivõimude kinnitusel	1769516	2972568	3271940
ametivõimude otsus	1769511	2972563	3271931
ametivõimude sõnul	1769513	2972565	3271929
ametivõimude teatel	1769512	2972564	3271923
ametivõimude tegevus	1769509	2972561	3271928
ametivõimude väitel	1769517	2972569	3271947
ametiühing esindab arste	2082874	3285928	2972591
ametiühing esindab õpetajaid	1769538	2972590	3266399
ametiühing ühendab meremehi	2068235	3271289	3271274
ametlik diagnoos	2073864	3276918	2986392
ametlik hinnapakkumine	2078129	3281183	3014018
ametlik ja avalik	1779577	2982629	3277572
ametlik järelevalve	2076645	3279699	3034574
ametlik keel	1769612	2972664	3278207
ametlik kirjakeel	1849307	3052360	3281758
ametlik nimetus	1769631	2972683	3286892
ametlik pakkumine	1931835	3134888	3281261
ametlik register	2070887	3273941	3164658
ametlik teatis	2001483	3204536	3292290
ametlik vastuvõtt	2085760	3288814	3241367
ametlik üürileping	2082213	3285267	3264990
ametlikud kõnelused	1871721	3074774	3273433
ametlikult fikseerima	2084470	3287524	3004683
ametnik rõhutab	1968136	3171189	3277799
ammune iidol	1818175	3021228	3266297
ammune äripartner	2055965	3259019	3274891
ammutuntud tõsiasi	2019541	3222594	3269061
analüüs paljastab	1932403	3135456	3135455
analüüs tõestab	2018391	3221444	3221443
analüüsima koos juhendajaga	1770081	2973133	3292735
analüüsist ilmnema	1818958	3022011	3022010
analüüsist järelduma	1831382	3034435	3034434
analüütikud seostavad	1770157	2973209	3285601
andekas ja osav	2083292	3286346	3131280
andeks andma ja unustama	1770313	2973365	3281091
andestama ja unustama	2026754	3229808	3281086
andmebaas ja registrid	2070840	3273894	3164704
andmed ja fakt	2065951	3269005	3268479
andmehulgaks muundama	1909703	3112756	3277306
andmeid muundama	1909699	3112752	3277308
andmeid pärima	2063203	3266257	3157427
andmekaitse inspektsioon	1821995	3025048	3287546
andmestiku usaldusväärsus	2082401	3285455	2973717
andmete register	2070912	3273966	2973658
andmete usaldusväärsus	2082439	3285493	3230156
animafilm valmib	2062858	3265912	2973853
annetuste vastuvõtmine	1771050	2974102	3278984
anonüümne internet	1822701	3025754	3281868
anonüümne solvang	2086007	3289061	3184065
antenni häälestama	2069075	3272129	2974270
antenni häälestus	1771233	2974285	3277267
antibiootikumid ravivad	2089367	3292421	2974301
antibiootikumidega ravima	2089292	3292346	2974313
aparaat arvutab	2073351	3276405	2974386
aparaat fikseerib	2084439	3287493	2974381
aprill ja mai	2076779	3279833	3100873
apteek ja pood	2074069	3277123	3146880
apteek tegutseb	2067821	3270875	2974597
araabia numbrid	2086624	3289678	3122689
areenilt kaduma	2082305	3285359	2974695
arenenud kirjakeel	1849313	3052366	3281746
areng ja õppimine	2054544	3257598	3278864
arengu tagatis	1996284	3199337	3270142
arengukava ja eelarve	2065125	3268179	3268266
arengukava valmib	2062869	3265923	2975097
arengutaseme näitaja	2089143	3292197	2975223
arestimajas istuma	2086511	3289565	2975321
arestimajas kinni hoidma	1772270	2975322	3279883
arg vennike	2080417	3283471	2975378
argipäeva unustama	1772381	2975433	3281142
arglikult pärima	2063190	3266244	3157416
argumendid ja faktid	1801255	3004308	3268463
arhailine keel	1772457	2975509	3278417
arheoloogiline järelevalve	2076637	3279691	2975557
armas härra	2089046	3292100	3018643
armas kodu	1772724	2975776	3279275
armas proua	1948302	3151355	3292071
armastab rõhutada	1772852	2975904	3277842
armastatud iidol	1818181	3021234	3266312
armastatud õpetaja	2053385	3256439	3266665
armastav kodu	1772887	2975939	3279272
arme ravima	2089381	3292435	2975728
armid kaovad	2082300	3285354	2975724
armulaua vastuvõtmine	1773145	2976197	3278985
armuline härra	2089053	3292107	3018644
armuline proua	1948299	3151352	3292067
armunud teismeline	2069675	3272729	3206600
arst aitab	2082845	3285899	2967738
arst arvab	2082840	3285894	2977565
arst avastab	2082661	3285715	2976363
arst diagnoosib	2082665	3285719	2976362
arst eemaldab	2082838	3285892	2991637
arst eksib	2082839	3285893	2993666
arst fikseerib	2084449	3287503	3287500, 3285875
