EKI liik	EKI nimi	EKI kood	EKI väärtus	EKI keel	LEX nimi	LEX kood
sl_tyyp	sõnaliik	J	J	et	pos	konj
sl_tyyp	sõnaliik	J	konjunktsioon, sidesõna	et	pos	konj
sl_tyyp	sõnaliik	J	conjunction	en	pos	konj
sl_tyyp	sõnaliik	K	K	et	pos	adp
sl_tyyp	sõnaliik	K	adpositsioon, kaassõna	et	pos	adp
sl_tyyp	sõnaliik	K	postposition, preposition	en	pos	adp
sl_tyyp	sõnaliik	N	N	et	pos	num
sl_tyyp	sõnaliik	N	numeraal, arvsõna	et	pos	num
sl_tyyp	sõnaliik	N	cardinal, numeral	en	pos	num
sl_tyyp	sõnaliik	O	O	et	pos	ord
sl_tyyp	sõnaliik	O	ordinaal, järgarvsõna	et	pos	ord
sl_tyyp	sõnaliik	O	ordinal	en	pos	ord
sl_tyyp	sõnaliik	P	P	et	pos	pron
sl_tyyp	sõnaliik	P	pronoomen, asesõna	et	pos	pron
sl_tyyp	sõnaliik	P	pronoun	en	pos	pron
sl_tyyp	sõnaliik	S	S	et	pos	s
sl_tyyp	sõnaliik	S	substantiiv, nimisõna	et	pos	s
sl_tyyp	sõnaliik	S	substantive	en	pos	s
sl_tyyp	sõnaliik	V	V	et	pos	v
sl_tyyp	sõnaliik	V	verb, tegusõna	et	pos	v
sl_tyyp	sõnaliik	V	verb	en	pos	v
sl_tyyp	sõnaliik	x	X	et	pos	x
sl_tyyp	sõnaliik	X	X	et	pos	x
sl_tyyp	sõnaliik	adj	adj	et	pos	adj
sl_tyyp	sõnaliik	adj	indekl adj	et	pos	adj
sl_tyyp	sõnaliik	adv	adv	et	pos	adv
sl_tyyp	sõnaliik	adjg	adjg, ag	et	pos	adjg
sl_tyyp	sõnaliik	interj	interj	et	pos	interj
sl_tyyp	sõnaliik	konj	konj	et	pos	konj
sl_tyyp	sõnaliik	postp	postp	et	pos	postp
sl_tyyp	sõnaliik	prep	prep	et	pos	prep
sl_tyyp	sõnaliik	num	num	et	pos	num
sl_tyyp	sõnaliik	pron	pron	et	pos	pron
sl_tyyp	sõnaliik	pron	indekl pron	et	pos	pron
sl_tyyp	sõnaliik	s	s	et	pos	s
sl_tyyp	sõnaliik	v	v	et	pos	v
sl_tyyp	sõnaliik	adj	käändumatu omadussõna	et	pos	adj
sl_tyyp	sõnaliik	postp	postpositsioon, tagasõna	et	pos	postp
sl_tyyp	sõnaliik	prep	prepositsioon, eessõna	et	pos	prep
sl_tyyp	sõnaliik	pron	käändumatu asesõna	et	pos	pron
sl_tyyp	sõnaliik	x	erivormiline sõna	et	pos	x
sl_tyyp	sõnaliik	adj	indeclinable adjective	en	pos	adj
sl_tyyp	sõnaliik	adp	postposition, preposition	en	pos	adp
sl_tyyp	sõnaliik	postp	postposition	en	pos	postp
sl_tyyp	sõnaliik	prep	preposition	en	pos	prep
sl_tyyp	sõnaliik	pron	indeclinable pronoun	en	pos	pron
slg_tyyp	slg_tyyp	slg	sulud ümber	et	-	-
spm_tyyp	spm_tyyp	abstr/konkr-ese	abstr/konkr meetodil/tehikaga saadud/loodud ese	et	-	-
spm_tyyp	spm_tyyp	abstr/konkr-ese	abstr/concr-artefact	en	-	-
spm_tyyp	spm_tyyp	abstr/konkr-seisund	abstr/konkr - sellest tingitud või sellega kaasnev seisund	et	-	-
spm_tyyp	spm_tyyp	abstr/konkr-seisund	abstr/concr-state	en	-	-
spm_tyyp	spm_tyyp	abstr/konkr-vald	abstr/konkr - sellise entiteediga seotud valdkond, tehnika	et	-	-
spm_tyyp	spm_tyyp	abstr/konkr-vald	abstr/concr-domain, speciality, technique	en	-	-
spm_tyyp	spm_tyyp	aeg-abstr/konkr	aeg - selle aja(hetke)ga seotud abstr/konkr entiteet või sündmus	et	-	-
spm_tyyp	spm_tyyp	aeg-abstr/konkr	time-abstr/concr, event	en	-	-
spm_tyyp	spm_tyyp	ese-inimene	ese - selle looja, kasutaja, omadus (nt pilt) vm seotud isik	et	-	-
spm_tyyp	spm_tyyp	ese-inimene	artefact-human	en	-	-
spm_tyyp	spm_tyyp	ese-kogus	ese - sellesuurune kogus	et	-	-
spm_tyyp	spm_tyyp	ese-kogus	artefact-amount	en	-	-
spm_tyyp	spm_tyyp	ese-koht	ese - on/asub/toimib teatavas kohas	et	-	-
spm_tyyp	spm_tyyp	ese-koht	artefact-place	en	-	-
spm_tyyp	spm_tyyp	ese-omadus	ese - selle esilduv omadus	et	-	-
spm_tyyp	spm_tyyp	ese-omadus	artefact-property	en	-	-
spm_tyyp	spm_tyyp	ese-toit	ese - selle sisu (toit)	et	-	-
spm_tyyp	spm_tyyp	ese-toit	artefact-food	en	-	-
spm_tyyp	spm_tyyp	esitus_tiitel-inimene	tiitel - seda kandev, sellega iseloomustatud isik	et	-	-
spm_tyyp	spm_tyyp	esitus_tiitel-inimene	title-human	en	-	-
spm_tyyp	spm_tyyp	inimene-keel	inimene - tema omadus (keel), omadus esindab isikut	et	-	-
spm_tyyp	spm_tyyp	inimene-keel	human-language	en	-	-
spm_tyyp	spm_tyyp	inimene-loom	inimene - sama omadusega loom	et	-	-
spm_tyyp	spm_tyyp	inimene-loom	human-animal	en	-	-
spm_tyyp	spm_tyyp	inimene-tegevus	inimene - tegevus, mida ta teeb või roll, mida ta esindab (nt kaitse)	et	-	-
spm_tyyp	spm_tyyp	inimene-tegevus	human-activity	en	-	-
spm_tyyp	spm_tyyp	kehaosa-ese	kehaosa - selles kohas asuv ese	et	-	-
spm_tyyp	spm_tyyp	kehaosa-ese	body part-artefact	en	-	-
spm_tyyp	spm_tyyp	kehaosa-inimene	kehaosa - selle kaudu iseloomustatud inimene	et	-	-
spm_tyyp	spm_tyyp	kehaosa-inimene	body part-human	en	-	-
spm_tyyp	spm_tyyp	kehaosa-tegevus	kehaosa - tegevuse vahend ja/või tulemus	et	-	-
spm_tyyp	spm_tyyp	kehaosa-tegevus	body part-activity	en	-	-
spm_tyyp	spm_tyyp	kogus-toit	kogus/mõõt/portsjon - selliselt serveeritav/tarvitatav toit/jook	et	-	-
spm_tyyp	spm_tyyp	kogus-toit	amount-food	en	-	-
spm_tyyp	spm_tyyp	koht_hoone-asutus	koht - selles hoones tegutsev asutus	et	-	-
spm_tyyp	spm_tyyp	koht_hoone-asutus	place-institution	en	-	-
spm_tyyp	spm_tyyp	koht-inimene	koht - selles kohas (hoones, asutuses) tegutsevad inimesed	et	-	-
spm_tyyp	spm_tyyp	koht-inimene	place-human	en	-	-
spm_tyyp	spm_tyyp	koht-tegevus/sündmus	koht - selles kohas toimuv, kohaga seotud tegevus/sündmus	et	-	-
spm_tyyp	spm_tyyp	koht-tegevus/sündmus	place-activity/event	en	-	-
spm_tyyp	spm_tyyp	konkr-kujutis	konkreetne entiteet - selle kujutis	et	-	-
spm_tyyp	spm_tyyp	konkr-kujutis	concrete entity - its representation	en	-	-
spm_tyyp	spm_tyyp	loom-materjal	loom - sellest saadud materjal (nt nahk)	et	-	-
spm_tyyp	spm_tyyp	loom-materjal	animal-material	en	-	-
spm_tyyp	spm_tyyp	loom-toit	loom - sellest tehtud toit, selle osa toiduna	et	-	-
spm_tyyp	spm_tyyp	loom-toit	animal-food	en	-	-
spm_tyyp	spm_tyyp	materjal-ese	materjal - sellest tehtud ese	et	-	-
spm_tyyp	spm_tyyp	materjal-ese	material-artefact	en	-	-
spm_tyyp	spm_tyyp	nähtus-omadus	nähtus - selle esilduv omadus	et	-	-
spm_tyyp	spm_tyyp	nähtus-omadus	phenomenon-property	en	-	-
spm_tyyp	spm_tyyp	nähtus-seisund-sündmus	nähtus - seisund - sellest tingitud, sellega kaasnev sündmus	et	-	-
spm_tyyp	spm_tyyp	nähtus-seisund-sündmus	phenomenon-state-event	en	-	-
spm_tyyp	spm_tyyp	omadus-inimene/loom	omadus - sellise omadusega inimene/loom	et	-	-
spm_tyyp	spm_tyyp	omadus-inimene/loom	property-human	en	-	-
spm_tyyp	spm_tyyp	omadus-kõnetegu	omadus - sellise omadusega kõnetegu, suhtlusakt	et	-	-
spm_tyyp	spm_tyyp	omadus-kõnetegu	property-speech act	en	-	-
spm_tyyp	spm_tyyp	omadus-seisund	omadus - sellest tingitud, sellega kaasnev seisund	et	-	-
spm_tyyp	spm_tyyp	omadus-seisund	property-state	en	-	-
spm_tyyp	spm_tyyp	osa-tervik	osa - (suurem) entiteet, mille osa ta on	et	-	-
spm_tyyp	spm_tyyp	osa-tervik	part-whole	en	-	-
spm_tyyp	spm_tyyp	taim-koht	taim - selle taimega kaetud ala	et	-	-
spm_tyyp	spm_tyyp	taim-koht	plant-place	en	-	-
spm_tyyp	spm_tyyp	taim-materjal	taim - sellest saadud materjal/aine	et	-	-
spm_tyyp	spm_tyyp	taim-materjal	plant-material	en	-	-
spm_tyyp	spm_tyyp	taim-toit	taim - sellest saadud/tehtud toit, selle osa toiduna	et	-	-
spm_tyyp	spm_tyyp	taim-toit	plant-food	en	-	-
spm_tyyp	spm_tyyp	taim-õis	taim - selle õis koos varrega	et	-	-
spm_tyyp	spm_tyyp	taim-õis	plant-flower together with its stalk	en	-	-
spm_tyyp	spm_tyyp	tegevus-abstr/konkr	tegevus - selle tulemus või vahend (abstr/konkr); abstr/konkr - tegevuse eeldus, funktsioon või omadus	et	-	-
spm_tyyp	spm_tyyp	tegevus-abstr/konkr	activity-abstr/concr	en	-	-
spm_tyyp	spm_tyyp	tegevus-ese	tegevus - selle tulemus või vahend (ese); ese - tegevuse eeldus, funktsioon või omadus	et	-	-
spm_tyyp	spm_tyyp	tegevus-ese	activity-artefact	en	-	-
spm_tyyp	spm_tyyp	tegevus-omadus	tegevus - selle esilduv, sellega kaasnev omadus	et	-	-
spm_tyyp	spm_tyyp	tegevus-omadus	activity-property	en	-	-
spm_tyyp	spm_tyyp	tegevus-seisund	tegevus - sellest tingitud, selle tulemusel tekkinud seisund	et	-	-
spm_tyyp	spm_tyyp	tegevus-seisund	activity-state	en	-	-
spm_tyyp	spm_tyyp	tegevus-sündmus	tegevus - sellega iseloomustatud sündmus	et	-	-
spm_tyyp	spm_tyyp	tegevus-sündmus	activity-event	en	-	-
spm_tyyp	spm_tyyp	tegevus-tegu/kõnetegu	tegevus - selle üksikjuhtum, selle tulemus või vahend	et	-	-
spm_tyyp	spm_tyyp	tegevus-tegu/kõnetegu	activity-(speech) act	en	-	-
spm_tyyp	spm_tyyp	tegevus-vald	tegevus - seda viljelev valdkond/kunstiliik	et	-	-
spm_tyyp	spm_tyyp	tegevus-vald	activity - domain, speciality	en	-	-
spm_tyyp	spm_tyyp	toit-sündmus	toit - teatava sündmuse tüüpiline osa/omadus	et	-	-
spm_tyyp	spm_tyyp	toit-sündmus	food-event	en	-	-
src_tyyp	src_tyyp	leksm	LEKS märksõna	et	-	-
src_tyyp	src_tyyp	leksm	LEKS headword	en	-	-
src_tyyp	src_tyyp	lekstp	LEKS tähendus	et	-	-
src_tyyp	src_tyyp	lekstp	LEKS sense	en	-	-
st_tyyp	st_tyyp	abstr	abstraktne entiteet (nt üksus, suhe, süsteem)	et	semantic_type	abstr
st_tyyp	st_tyyp	abstr	abstract entity	en	semantic_type	abstr
st_tyyp	st_tyyp	abstr/konkr	abstr/konkr entiteet (nt vahend, võttestik, teatav süsteem, meetod)	et	semantic_type	abstr/konkr
st_tyyp	st_tyyp	abstr/konkr	abstract/concrete entity	en	semantic_type	abstr/konkr
st_tyyp	st_tyyp	abstr/konkr_omadus	esilduva omadusega abstr/konkr entiteet	et	semantic_type	abstr/konkr_omadus
st_tyyp	st_tyyp	abstr/konkr_omadus	abstr/concr_property	en	semantic_type	abstr/konkr_omadus
st_tyyp	st_tyyp	abstr_asend/suund	asend, suund, siht (abstr)	et	semantic_type	abstr_asend/suund
st_tyyp	st_tyyp	abstr_asend/suund	position, direction, target	en	semantic_type	abstr_asend/suund
st_tyyp	st_tyyp	ADV_aeg	(nt nüüd, eile)	et	semantic_type	ADV_aeg
st_tyyp	st_tyyp	ADV_aste	(nt väga, äärmiselt)	et	semantic_type	ADV_aste
st_tyyp	st_tyyp	ADV_koht	(nt üles, ette)	et	semantic_type	ADV_koht
st_tyyp	st_tyyp	ADV_modaalsus	rõhuadverb (nt võib-olla, tõtt-öelda)	et	semantic_type	ADV_modaalsus
st_tyyp	st_tyyp	ADV_põhjus	(nt järelikult)	et	semantic_type	ADV_põhjus
st_tyyp	st_tyyp	ADV_seisund	seisundiadverb (nt kinni, lahti, välja)	et	semantic_type	ADV_seisund
st_tyyp	st_tyyp	ADV_tulemus	märgib lõpetatust või tulemuslikkust, saavutust (nt välja, ära)	et	semantic_type	ADV_tulemus
st_tyyp	st_tyyp	ADV_viis	(nt aeglaselt, hästi)	et	semantic_type	ADV_viis
st_tyyp	st_tyyp	aeg	ajalõik, piiratud või piiramata kestus	et	semantic_type	aeg
st_tyyp	st_tyyp	aeg	time	en	semantic_type	aeg
st_tyyp	st_tyyp	aeg_aastaaeg	aastaaeg (4 aastaaega)	et	semantic_type	aeg_aastaaeg
st_tyyp	st_tyyp	aeg_aastaaeg	time_season	en	semantic_type	aeg_aastaaeg
st_tyyp	st_tyyp	aeg_kuu	kuu (12 kuud)	et	semantic_type	aeg_kuu
st_tyyp	st_tyyp	aeg_kuu	time_month	en	semantic_type	aeg_kuu
st_tyyp	st_tyyp	aeg_nädalapäev	nädalapäev (7 päeva)	et	semantic_type	aeg_nädalapäev
st_tyyp	st_tyyp	aeg_nädalapäev	time_day	en	semantic_type	aeg_nädalapäev
st_tyyp	st_tyyp	aeg_tähtpäev	tähtpäev, püha (nt küünlapäev, võidupäev)	et	semantic_type	aeg_tähtpäev
st_tyyp	st_tyyp	aeg_tähtpäev	time_holiday	en	semantic_type	aeg_tähtpäev
st_tyyp	st_tyyp	amet	amet	et	semantic_type	amet
st_tyyp	st_tyyp	auaste	auaste	et	semantic_type	auaste
st_tyyp	st_tyyp	ese	ese, objekt	et	semantic_type	ese
st_tyyp	st_tyyp	ese	artefact, object	en	semantic_type	ese
st_tyyp	st_tyyp	ese_anum	anum, nõu, mahuti	et	semantic_type	ese_anum
st_tyyp	st_tyyp	ese_anum	artefact_vessel	en	semantic_type	ese_anum
st_tyyp	st_tyyp	ese_instru	tööriist, sõiduvahend jt	et	semantic_type	ese_instru
st_tyyp	st_tyyp	ese_instru	artefact_instrument, vehicle	en	semantic_type	ese_instru
st_tyyp	st_tyyp	ese_kunst	kunstiteos, käsitöö, kunstilooming	et	semantic_type	ese_kunst
st_tyyp	st_tyyp	ese_kunst	artefact_piece of art, handicraft	en	semantic_type	ese_kunst
st_tyyp	st_tyyp	ese_raha	rahaühik, rahasumma vm vara	et	semantic_type	ese_raha
st_tyyp	st_tyyp	ese_raha	artefact_money	en	semantic_type	ese_raha
st_tyyp	st_tyyp	ese_riie	riietusese, rõivas, ka jalats	et	semantic_type	ese_riie
st_tyyp	st_tyyp	ese_riie	artefact_clothing	en	semantic_type	ese_riie
st_tyyp	st_tyyp	ese_semio	teos, sõnaline (märgiline) toode, programm jm	et	semantic_type	ese_semio
st_tyyp	st_tyyp	ese_semio	artefact_semiotical	en	semantic_type	ese_semio
st_tyyp	st_tyyp	ese_semio_Piibli raamat	Piibli raamat (Koguja raamat)	et	semantic_type	ese_semio_Piibli raamat
st_tyyp	st_tyyp	ese_semio_Piibli raamat	artefact_semiotical_parts of the Bible	en	semantic_type	ese_semio_Piibli raamat
st_tyyp	st_tyyp	esitus	info, teave, nimetus, märk jt	et	semantic_type	esitus
st_tyyp	st_tyyp	esitus	representation	en	semantic_type	esitus
st_tyyp	st_tyyp	esitus_arv	arv, number, arvuline näitaja (nt viies, kolmandik)	et	semantic_type	esitus_arv
st_tyyp	st_tyyp	esitus_arv	representation_number	en	semantic_type	esitus_arv
st_tyyp	st_tyyp	esitus_info	info, teave jt (nt aadress, andmed)	et	semantic_type	esitus_info
st_tyyp	st_tyyp	esitus_info	representation_information, content	en	semantic_type	esitus_info
st_tyyp	st_tyyp	esitus_keel	(grammatiline) keeleüksus, keeletermin	et	semantic_type	esitus_keel
st_tyyp	st_tyyp	esitus_keel	representation_(grammatical) unit of language, linguistic term	en	semantic_type	esitus_keel
st_tyyp	st_tyyp	esitus_keel_suhtlus	suhtlusüksus, kõnetlussõna, sõimusõna jms (nt braavo, härra, kurat)	et	semantic_type	esitus_keel_suhtlus
st_tyyp	st_tyyp	esitus_keel_suhtlus	representation_unit of communication	en	semantic_type	esitus_keel_suhtlus
st_tyyp	st_tyyp	esitus_keel_täht	täht, häälik	et	semantic_type	esitus_keel_täht
st_tyyp	st_tyyp	esitus_keel_täht	representation_letter, sound	en	semantic_type	esitus_keel_täht
st_tyyp	st_tyyp	esitus_kujutis	pilt, sümbol, kujutis, märk	et	semantic_type	esitus_kujutis
st_tyyp	st_tyyp	esitus_kujutis	representation_image, symbol	en	semantic_type	esitus_kujutis
st_tyyp	st_tyyp	esitus_mõõt	mõõde, mõõt, mõõtühik, suurus, pikkus jt	et	semantic_type	esitus_mõõt
st_tyyp	st_tyyp	esitus_mõõt	representation_quantity_definite	en	semantic_type	esitus_mõõt
st_tyyp	st_tyyp	esitus_tiitel	seisuse, teaduskraadi nimetus, aunimetus	et	semantic_type	esitus_tiitel
st_tyyp	st_tyyp	esitus_tiitel	representation_title	en	semantic_type	esitus_tiitel
st_tyyp	st_tyyp	esitus_tähis	tähis, sümbol, märk (nt O, g)	et	semantic_type	esitus_tähis
st_tyyp	st_tyyp	esitus_tähis	representation_symbol	en	semantic_type	esitus_tähis
st_tyyp	st_tyyp	inimene	inimolend, isik, indiviid	et	semantic_type	inimene
st_tyyp	st_tyyp	inimene	human, person	en	semantic_type	inimene
st_tyyp	st_tyyp	in_elukutse	elukutse, amet	et	semantic_type	in_elukutse
st_tyyp	st_tyyp	in_elukutse	profession	en	semantic_type	in_elukutse
st_tyyp	st_tyyp	in_müt	üleloomulik olend, muinasjututegelane vm (nt Punamütsike)	et	semantic_type	in_müt
st_tyyp	st_tyyp	in_müt	human_mythological	en	semantic_type	in_müt
st_tyyp	st_tyyp	in_omadus	esilduva omadusega inimene	et	semantic_type	in_omadus
st_tyyp	st_tyyp	in_omadus	human_his property	en	semantic_type	in_omadus
st_tyyp	st_tyyp	in_rahvas	teatud rahva esindaja, rahvas, inimrühm	et	semantic_type	in_rahvas
st_tyyp	st_tyyp	in_rahvas	human_nation	en	semantic_type	in_rahvas
st_tyyp	st_tyyp	in_rahvas_keel	mingi rahvuse keel, keele nimetus	et	semantic_type	in_rahvas_keel
st_tyyp	st_tyyp	in_rahvas_keel	human_nation_language	en	semantic_type	in_rahvas_keel
st_tyyp	st_tyyp	in_roll	esilduva rolliga olend, mõttesuuna, sotsiaalse staatuse esindaja	et	semantic_type	in_roll
st_tyyp	st_tyyp	in_roll	human_role	en	semantic_type	in_roll
st_tyyp	st_tyyp	in_sugulane	teatava sugulussuhte esindaja	et	semantic_type	in_sugulane
st_tyyp	st_tyyp	in_sugulane	human_relative	en	semantic_type	in_sugulane
st_tyyp	st_tyyp	in_tegija	agent, tegevuse tegija, seisundis olija	et	semantic_type	in_tegija
st_tyyp	st_tyyp	in_tegija	human_agent of the activity, subject	en	semantic_type	in_tegija
st_tyyp	st_tyyp	kehaosa	inimese (ja looma) kehaosa	et	semantic_type	kehaosa
st_tyyp	st_tyyp	kehaosa	body part	en	semantic_type	kehaosa
st_tyyp	st_tyyp	kehaosa_loom	looma kehaosa	et	semantic_type	kehaosa_loom
st_tyyp	st_tyyp	kehaosa_loom	body part_animal	en	semantic_type	kehaosa_loom
st_tyyp	st_tyyp	kogus	n-ö puhas kogusesõna, kogus (mis tahes asja)	et	semantic_type	kogus
st_tyyp	st_tyyp	kogus	amount	en	semantic_type	kogus
st_tyyp	st_tyyp	koht	ruumi, pinna, joone punkt või piirkond, asukoht	et	semantic_type	koht
st_tyyp	st_tyyp	koht	place	en	semantic_type	koht
st_tyyp	st_tyyp	koht_ala	maa-ala, piirkond	et	semantic_type	koht_ala
st_tyyp	st_tyyp	koht_ala	place_territorium	en	semantic_type	koht_ala
st_tyyp	st_tyyp	koht_asutus	asutus, institutsioon, teatav üksus	et	semantic_type	koht_asutus
st_tyyp	st_tyyp	koht_asutus	institution	en	semantic_type	koht_asutus
st_tyyp	st_tyyp	koht_geogr	kohanimi, geopoliitiline koht	et	semantic_type	koht_geogr
st_tyyp	st_tyyp	koht_geogr	place name	en	semantic_type	koht_geogr
st_tyyp	st_tyyp	koht_geogr_maailmajagu	maailmajagu	et	semantic_type	koht_geogr_maailmajagu
st_tyyp	st_tyyp	koht_geogr_maailmajagu	place name	en	semantic_type	koht_geogr_maailmajagu
st_tyyp	st_tyyp	koht_geogr_veekogu	ookean, meri, jõgi jm veekogud	et	semantic_type	koht_geogr_veekogu
st_tyyp	st_tyyp	koht_geogr_veekogu	place name_seas et al	en	semantic_type	koht_geogr_veekogu
st_tyyp	st_tyyp	koht_hoone	rajatis, (suurem) ehitis	et	semantic_type	koht_hoone
st_tyyp	st_tyyp	koht_hoone	place_building	en	semantic_type	koht_hoone
st_tyyp	st_tyyp	koht_kehaosa	kehapiirkond (ka loomal)	et	semantic_type	koht_kehaosa
st_tyyp	st_tyyp	koht_kehaosa	place_body part	en	semantic_type	koht_kehaosa
st_tyyp	st_tyyp	koht_loodus	looduslik piirkond, pinnavorm	et	semantic_type	koht_loodus
st_tyyp	st_tyyp	koht_loodus	place_nature	en	semantic_type	koht_loodus
st_tyyp	st_tyyp	koht_suund/asend	suund, asupaik	et	semantic_type	koht_suund/asend
st_tyyp	st_tyyp	koht_suund/asend	place_direction, location	en	semantic_type	koht_suund/asend
st_tyyp	st_tyyp	konkr	konkreetne entiteet	et	semantic_type	konkr
st_tyyp	st_tyyp	konkr	concrete entity	en	semantic_type	konkr
st_tyyp	st_tyyp	konkr_omadus	esilduva omadusega konkreetne entiteet	et	semantic_type	konkr_omadus
st_tyyp	st_tyyp	konkr_omadus	concrete entity_its property	en	semantic_type	konkr_omadus
st_tyyp	st_tyyp	käsklus	käsklus	et	semantic_type	käsklus
st_tyyp	st_tyyp	loom	loom	et	semantic_type	loom
st_tyyp	st_tyyp	loom	animal	en	semantic_type	loom
st_tyyp	st_tyyp	loom_kala	kala	et	semantic_type	loom_kala
st_tyyp	st_tyyp	loom_kala	animal_fish	en	semantic_type	loom_kala
st_tyyp	st_tyyp	loom_liik	liik/tüüp/rühm loomi	et	semantic_type	loom_liik
st_tyyp	st_tyyp	loom_liik	animal_kind/type/group of	en	semantic_type	loom_liik
st_tyyp	st_tyyp	loom_lind	lind	et	semantic_type	loom_lind
st_tyyp	st_tyyp	loom_lind	animal_bird	en	semantic_type	loom_lind
st_tyyp	st_tyyp	loom_omadus	esilduva omadusega loom	et	semantic_type	loom_omadus
st_tyyp	st_tyyp	loom_omadus	animal_its property	en	semantic_type	loom_omadus
st_tyyp	st_tyyp	loom_putukas	putukas, mardikas, lülijalgne	et	semantic_type	loom_putukas
st_tyyp	st_tyyp	loom_putukas	animal_insect	en	semantic_type	loom_putukas
st_tyyp	st_tyyp	materjal/aine	materjal, aine, sh keemiline element	et	semantic_type	materjal/aine
st_tyyp	st_tyyp	materjal/aine	material/substance, incl. chemical elements	en	semantic_type	materjal/aine
st_tyyp	st_tyyp	nähtus	asjade muutumine ajas, see, mis ilmneb, tekib	et	semantic_type	nähtus
st_tyyp	st_tyyp	nähtus	phenomenon	en	semantic_type	nähtus
st_tyyp	st_tyyp	nähtus_füüs	füüsikaline nähtus (nt heli)	et	semantic_type	nähtus_füüs
st_tyyp	st_tyyp	nähtus_füüs	phenomenon_physical	en	semantic_type	nähtus_füüs
st_tyyp	st_tyyp	nähtus_loodus	loodusnähtus, loomulik, isetekkeline nähtus	et	semantic_type	nähtus_loodus
st_tyyp	st_tyyp	nähtus_loodus	phenomenon_nature, natural kind	en	semantic_type	nähtus_loodus
st_tyyp	st_tyyp	nähtus_psühh	tunne, psüühikaga seotud nähtus, kognitiivne fakt	et	semantic_type	nähtus_psühh
st_tyyp	st_tyyp	nähtus_psühh	phenomenon_psychological, emotion	en	semantic_type	nähtus_psühh
st_tyyp	st_tyyp	objekt	objekt	et	semantic_type	objekt
st_tyyp	st_tyyp	objekt	object	en	semantic_type	objekt
st_tyyp	st_tyyp	objekt_loodus	looduslik, loomulik objekt	et	semantic_type	objekt_loodus
st_tyyp	st_tyyp	objekt_loodus	object_natural	en	semantic_type	objekt_loodus
st_tyyp	st_tyyp	objekt_loodus_tähtkuju	tähtkujud (Kaljukits)	et	semantic_type	objekt_loodus_tähtkuju
st_tyyp	st_tyyp	objekt_loodus_tähtkuju	object_natural	en	semantic_type	objekt_loodus_tähtkuju
st_tyyp	st_tyyp	omadus	omadus, iseloomulik tunnus	et	semantic_type	omadus
st_tyyp	st_tyyp	omadus	property	en	semantic_type	omadus
st_tyyp	st_tyyp	omadus_abstr	abstraktne omadus (nt väärtus)	et	semantic_type	omadus_abstr
st_tyyp	st_tyyp	omadus_abstr	property_abstract	en	semantic_type	omadus_abstr
st_tyyp	st_tyyp	omadus_aeg	ajaga seotud omadus (nt suvine, eilne)	et	semantic_type	omadus_aeg
st_tyyp	st_tyyp	omadus_aeg	property_time	en	semantic_type	omadus_aeg
st_tyyp	st_tyyp	omadus_füüs	füüsikaline omadus (mass, kõrgus, kiirus, heli, värv jne)	et	semantic_type	omadus_füüs
st_tyyp	st_tyyp	omadus_füüs	physical property (weight, speed, height, sound, colour, etc)	en	semantic_type	omadus_füüs
st_tyyp	st_tyyp	omadus_füüs_värv	värv, värvus	et	semantic_type	omadus_füüs_värv
st_tyyp	st_tyyp	omadus_füüs_värv	colour	en	semantic_type	omadus_füüs_värv
st_tyyp	st_tyyp	omadus_koht	koha, asendi, suunaga seotud omadus (nt aknapoolne)	et	semantic_type	omadus_koht
st_tyyp	st_tyyp	omadus_koht	property_location	en	semantic_type	omadus_koht
st_tyyp	st_tyyp	omadus_kval	sisuline omadus, hinnang (nt hea)	et	semantic_type	omadus_kval
st_tyyp	st_tyyp	omadus_kval	qualitative property	en	semantic_type	omadus_kval
st_tyyp	st_tyyp	omadus_psühh	psüühikaga (tunnetega, tajuga) seotud omadus	et	semantic_type	omadus_psühh
st_tyyp	st_tyyp	omadus_psühh	property_psychological, cognitive, emotional	en	semantic_type	omadus_psühh
st_tyyp	st_tyyp	omadus_vanus	vanust kirjeldav omadus	et	semantic_type	omadus_vanus
st_tyyp	st_tyyp	organisatsioon	organisatsioon	et	semantic_type	organisatsioon
st_tyyp	st_tyyp	organism	organism, elusolend	et	semantic_type	organism
st_tyyp	st_tyyp	organism	living being	en	semantic_type	organism
st_tyyp	st_tyyp	seisund	olek, seis teataval ajahetkel, üldine olukord	et	semantic_type	seisund
st_tyyp	st_tyyp	seisund	state	en	semantic_type	seisund
st_tyyp	st_tyyp	seisund_haigus	haiguslik seisund	et	semantic_type	seisund_haigus
st_tyyp	st_tyyp	seisund_haigus	state_illness, disease	en	semantic_type	seisund_haigus
st_tyyp	st_tyyp	seisund_füüs	(asjade) füüsiline seisund	et	semantic_type	seisund_füüs
st_tyyp	st_tyyp	seisund_füüs	state_physical	en	semantic_type	seisund_füüs
st_tyyp	st_tyyp	sündmus	aja, koha ja tegevusega piiritletud sündmus, juhtum	et	semantic_type	sündmus
st_tyyp	st_tyyp	sündmus	event	en	semantic_type	sündmus
st_tyyp	st_tyyp	taim	taim, taimestik	et	semantic_type	taim
st_tyyp	st_tyyp	taim	plant, flora	en	semantic_type	taim
st_tyyp	st_tyyp	taim_liik	liik/tüüp/rühm taimi	et	semantic_type	taim_liik
st_tyyp	st_tyyp	taim_liik	plant_kind/type/group of	en	semantic_type	taim_liik
st_tyyp	st_tyyp	taim_omadus	esilduva omadusega taim	et	semantic_type	taim_omadus
